学校,年份,省份,科别,专业,最低分\位次,贡献者
天津理工大学,2019,天津,理工,电子信息工程,538,张致宁
天津理工大学,2018,天津,理工,电子信息工程,540/13487,张致宁
天津理工大学,2017,天津,理工,电子信息工程,538,张致宁
天津理工大学,2019,天津,理工,材料成型及控制工程,532,张致宁
天津理工大学,2018,天津,理工,材料成型及控制工程,512/17222,张致宁
天津理工大学,2017,天津,理工,材料成型及控制工程,510,张致宁
天津理工大学,2019,天津,理工,电气工程及其自动化,535,张致宁
天津理工大学,2018,天津,理工,电气工程及其自动化,537/13893,张致宁
天津理工大学,2017,天津,理工,电气工程及其自动化,538,张致宁
天津理工大学,2019,天津,理工,自动化,532,张致宁
天津理工大学,2018,天津,理工,自动化,527/15234,张致宁
天津理工大学,2017,天津,理工,自动化,530,张致宁
天津理工大学,2019,天津,理工,信息管理与信息系统,541,张致宁
天津理工大学,2018,天津,理工,信息管理与信息系统,542/13203,张致宁
天津理工大学,2017,天津,理工,信息管理与信息系统,536,张致宁
天津理工大学,2019,天津,理工,制药工程,532,张致宁
天津理工大学,2018,天津,理工,制药工程,517/16547,张致宁
天津理工大学,2017,天津,理工,制药工程,519,张致宁
天津理工大学,2019,天津,理工,机械电子工程,532,张致宁
天津理工大学,2018,天津,理工,机械电子工程,519/16281,张致宁
天津理工大学,2017,天津,理工,机械电子工程,525,张致宁
天津理工大学,2019,天津,理工,新能源材料与器件,540,张致宁
天津理工大学,2018,天津,理工,新能源材料与器件,526/15363,张致宁
天津理工大学,2017,天津,理工,新能源材料与器件,525,张致宁
天津理工大学,2019,天津,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2018,天津,理工,数据科学与大数据技术,0,张致宁
天津理工大学,2017,天津,理工,数据科学与大数据技术,540,张致宁
天津理工大学,2019,天津,理工,物联网工程,499,张致宁
天津理工大学,2018,天津,理工,物联网工程,537/13893,张致宁
天津理工大学,2017,天津,理工,物联网工程,541,张致宁
天津理工大学,2019,天津,理工,集成电路设计与集成系统,495,张致宁
天津理工大学,2018,天津,理工,集成电路设计与集成系统,521/16007,张致宁
天津理工大学,2017,天津,理工,集成电路设计与集成系统,521,张致宁
天津理工大学,2019,天津,理工,电子信息类,490,张致宁
天津理工大学,2018,天津,理工,电子信息类,0,张致宁
天津理工大学,2017,天津,理工,电子信息类,0,张致宁
天津理工大学,2019,天津,理工,电子科学与技术,0,张致宁
天津理工大学,2018,天津,理工,电子科学与技术,527/15234,张致宁
天津理工大学,2017,天津,理工,电子科学与技术,528,张致宁
天津理工大学,2019,天津,理工,电波传播与天线,0,张致宁
天津理工大学,2018,天津,理工,电波传播与天线,518/16401,张致宁
天津理工大学,2017,天津,理工,电波传播与天线,509,张致宁
天津理工大学,2019,天津,理工,光电信息科学与工程,0,张致宁
天津理工大学,2018,天津,理工,光电信息科学与工程,518/16401,张致宁
天津理工大学,2017,天津,理工,光电信息科学与工程,521,张致宁
天津理工大学,2019,天津,理工,微电子科学与工程,0,张致宁
天津理工大学,2018,天津,理工,微电子科学与工程,513/17080,张致宁
天津理工大学,2017,天津,理工,微电子科学与工程,519,张致宁
天津理工大学,2019,天津,理工,材料类,487,张致宁
天津理工大学,2018,天津,理工,材料类,0,张致宁
天津理工大学,2017,天津,理工,材料类,0,张致宁
天津理工大学,2019,天津,理工,功能材料,0,张致宁
天津理工大学,2018,天津,理工,功能材料,514/16941,张致宁
天津理工大学,2017,天津,理工,功能材料,508+108,张致宁
天津理工大学,2019,天津,理工,材料科学与工程,0,张致宁
天津理工大学,2018,天津,理工,材料科学与工程,512/17222,张致宁
天津理工大学,2017,天津,理工,材料科学与工程,511,张致宁
天津理工大学,2019,天津,理工,材料物理,0,张致宁
天津理工大学,2018,天津,理工,材料物理,512/17222,张致宁
天津理工大学,2017,天津,理工,材料物理,509,张致宁
天津理工大学,2019,天津,理工,测控技术与仪器,494,张致宁
天津理工大学,2018,天津,理工,测控技术与仪器,519/16281,张致宁
天津理工大学,2017,天津,理工,测控技术与仪器,518,张致宁
天津理工大学,2019,天津,理工,能源动力类,490,张致宁
天津理工大学,2018,天津,理工,能源动力类,520/16146,张致宁
天津理工大学,2017,天津,理工,能源动力类,516,张致宁
天津理工大学,2019,天津,理工,工商管理类,494,张致宁
天津理工大学,2018,天津,理工,工商管理类,523/15750,张致宁
天津理工大学,2017,天津,理工,工商管理类,523,张致宁
天津理工大学,2019,天津,理工,管理科学与工程类,498,张致宁
天津理工大学,2018,天津,理工,管理科学与工程类,524/15639,张致宁
天津理工大学,2017,天津,理工,管理科学与工程类,527,张致宁
天津理工大学,2019,天津,理工,物流管理与工程类,490,张致宁
天津理工大学,2018,天津,理工,物流管理与工程类,520/16146,张致宁
天津理工大学,2017,天津,理工,物流管理与工程类,516,张致宁
天津理工大学,2019,天津,理工,工业工程类,489,张致宁
天津理工大学,2018,天津,理工,工业工程类,518/16401,张致宁
天津理工大学,2017,天津,理工,工业工程类,515,张致宁
天津理工大学,2019,天津,理工,保险学,489,张致宁
天津理工大学,2018,天津,理工,保险学,513/17080,张致宁
天津理工大学,2017,天津,理工,保险学,509,张致宁
天津理工大学,2019,天津,理工,化学工程与工艺,485,张致宁
天津理工大学,2018,天津,理工,化学工程与工艺,512/17222,张致宁
天津理工大学,2017,天津,理工,化学工程与工艺,509,张致宁
天津理工大学,2019,天津,理工,药学,489,张致宁
天津理工大学,2018,天津,理工,药学,514/16941,张致宁
天津理工大学,2017,天津,理工,药学,513,张致宁
天津理工大学,2019,天津,理工,应用化学,485,张致宁
天津理工大学,2018,天津,理工,应用化学,511/17351,张致宁
天津理工大学,2017,天津,理工,应用化学,509,张致宁
天津理工大学,2019,天津,理工,机械类,490,张致宁
天津理工大学,2018,天津,理工,机械类,522/15879,张致宁
天津理工大学,2017,天津,理工,机械类,521,张致宁
天津理工大学,2019,天津,理工,过程装备与控制工程,485,张致宁
天津理工大学,2018,天津,理工,过程装备与控制工程,511/17351,张致宁
天津理工大学,2017,天津,理工,过程装备与控制工程,509,张致宁
天津理工大学,2019,天津,理工,机器人工程,0,张致宁
天津理工大学,2018,天津,理工,机器人工程,538/13755,张致宁
天津理工大学,2017,天津,理工,机器人工程,534,张致宁
天津理工大学,2019,天津,理工,安全工程,490,张致宁
天津理工大学,2018,天津,理工,安全工程,519/16281,张致宁
天津理工大学,2017,天津,理工,安全工程,514,张致宁
天津理工大学,2019,天津,理工,环境科学,493,张致宁
天津理工大学,2018,天津,理工,环境科学,517/16547,张致宁
天津理工大学,2017,天津,理工,环境科学,516,张致宁
天津理工大学,2019,天津,理工,环境工程,495,张致宁
天津理工大学,2018,天津,理工,环境工程,522/15879,张致宁
天津理工大学,2017,天津,理工,环境工程,520,张致宁
天津理工大学,2019,天津,理工,资源循环科学与工程,488,张致宁
天津理工大学,2018,天津,理工,资源循环科学与工程,511/17351,张致宁
天津理工大学,2017,天津,理工,资源循环科学与工程,510,张致宁
天津理工大学,2019,天津,理工,自然地理与资源环境,485,张致宁
天津理工大学,2018,天津,理工,自然地理与资源环境,512/17222,张致宁
天津理工大学,2017,天津,理工,自然地理与资源环境,508,张致宁
天津理工大学,2019,天津,理工,英语,495,张致宁
天津理工大学,2018,天津,理工,英语,522/15879,张致宁
天津理工大学,2017,天津,理工,英语,520,张致宁
天津理工大学,2019,天津,理工,日语,487,张致宁
天津理工大学,2018,天津,理工,日语,511/17351,张致宁
天津理工大学,2017,天津,理工,日语,509,张致宁
天津理工大学,2019,天津,理工,软件工程,491,张致宁
天津理工大学,2018,天津,理工,软件工程,526/15363,张致宁
天津理工大学,2017,天津,理工,软件工程,528,张致宁
天津理工大学,2019,天津,理工,社会工作,497,张致宁
天津理工大学,2018,天津,理工,社会工作,521/16007,张致宁
天津理工大学,2017,天津,理工,社会工作,518,张致宁
天津理工大学,2019,天津,理工,数学与应用数学,499,张致宁
天津理工大学,2018,天津,理工,数学与应用数学,529/14947,张致宁
天津理工大学,2017,天津,理工,数学与应用数学,530,张致宁
天津理工大学,2019,天津,理工,应用物理学,485,张致宁
天津理工大学,2018,天津,理工,应用物理学,512/17222,张致宁
天津理工大学,2017,天津,理工,应用物理学,509,张致宁
天津理工大学,2019,天津,理工,航海技术,445,张致宁
天津理工大学,2018,天津,理工,航海技术,457/24655,张致宁
天津理工大学,2017,天津,理工,航海技术,411,张致宁
天津理工大学,2019,天津,理工,轮机工程,452,张致宁
天津理工大学,2018,天津,理工,轮机工程,462/23946,张致宁
天津理工大学,2017,天津,理工,轮机工程,449,张致宁
天津理工大学,2019,天津,理工,船舶电子电气工程,462,张致宁
天津理工大学,2018,天津,理工,船舶电子电气工程,471/22737,张致宁
天津理工大学,2017,天津,理工,船舶电子电气工程,479,张致宁
天津理工大学,2019,天津,理工,计算机科学与技术(中外合作办学),468,张致宁
天津理工大学,2018,天津,理工,计算机科学与技术(中外合作办学),500/18815,张致宁
天津理工大学,2017,天津,理工,计算机科学与技术(中外合作办学),503,张致宁
天津理工大学,2019,天津,理工,工商管理(中外合作办学),471,张致宁
天津理工大学,2018,天津,理工,工商管理(中外合作办学),497/19231,张致宁
天津理工大学,2017,天津,理工,工商管理(中外合作办学),497,张致宁
天津理工大学,2019,天津,理工,工业工程（中外合作办学),468,张致宁
天津理工大学,2018,天津,理工,工业工程（中外合作办学),498/19101,张致宁
天津理工大学,2017,天津,理工,工业工程（中外合作办学),497,张致宁
天津理工大学,2019,天津,理工,电子信息工程（通信技术方向联合培养）,447,张致宁
天津理工大学,2018,天津,理工,电子信息工程（通信技术方向联合培养）,469/22984,张致宁
天津理工大学,2017,天津,理工,电子信息工程（通信技术方向联合培养）,465,张致宁
天津理工大学,2019,天津,理工,化学工程与工艺（联合培养）,436,张致宁
天津理工大学,2018,天津,理工,化学工程与工艺（联合培养）,448/25778,张致宁
天津理工大学,2017,天津,理工,化学工程与工艺（联合培养）,448,张致宁
天津理工大学,2019,天津,理工,社会工作（老年福祉与管理联合培养）,0,张致宁
天津理工大学,2018,天津,理工,社会工作（老年福祉与管理联合培养）,0,张致宁
天津理工大学,2017,天津,理工,社会工作（老年福祉与管理联合培养）,455,张致宁
天津理工大学,2019,天津,文史,英语,501,张致宁
天津理工大学,2018,天津,文史,英语,527/4814,张致宁
天津理工大学,2017,天津,文史,英语,504,张致宁
天津理工大学,2019,天津,文史,日语,498,张致宁
天津理工大学,2018,天津,文史,日语,525/4936,张致宁
天津理工大学,2017,天津,文史,日语,501,张致宁
天津理工大学,2019,天津,文史,社会工作,501,张致宁
天津理工大学,2018,天津,文史,社会工作,527/4814,张致宁
天津理工大学,2017,天津,文史,社会工作,502,张致宁
天津理工大学,2019,天津,文史,社会学,499,张致宁
天津理工大学,2018,天津,文史,社会学,526/4874,张致宁
天津理工大学,2017,天津,文史,社会学,501,张致宁
天津理工大学,2019,天津,文史,汉语言文学,504,张致宁
天津理工大学,2018,天津,文史,汉语言文学,534/4408,张致宁
天津理工大学,2017,天津,文史,汉语言文学,510,张致宁
天津理工大学,2019,天津,文史,工商管理(中外合作办学),484,张致宁
天津理工大学,2018,天津,文史,工商管理(中外合作办学),516/5454,张致宁
天津理工大学,2017,天津,文史,工商管理(中外合作办学),494,张致宁
天津理工大学,2019,天津,文史,工业工程(中外合作办学),486,张致宁
天津理工大学,2018,天津,文史,工业工程(中外合作办学),513/5619,张致宁
天津理工大学,2017,天津,文史,工业工程(中外合作办学),491,张致宁
天津理工大学,2019,天津,文史,社会工作（老年福祉与管理联合培养）,0,张致宁
天津理工大学,2018,天津,文史,社会工作（老年福祉与管理联合培养）,0,张致宁
